kind	key	english	visible_len	max_visible	ptbr
tech name	3KL4	Fire_Zone	9	11	
tech name	3KLF	Delta_Storm	11	11	
tech name	3KLQ	GatlingKick	11	11	
tech name	3KLb	Triple_Raid	11	11	
tech name	3KLm	Twister	7	11	
tech name	3KLx	3D_Attack	9	11	
tech name	3KM8	DarkEternal	11	11	
tech name	3KMJ	Omega_Flare	11	11	
tech name	3KMU	Spin_Strike	11	11	
tech name	3KMf	PoyozoDance	11	11	
tech name	3KMq	Grand_Dream	11	11	
monster name	3PJQ	Nu	2	11	
monster name	3PJb	Reptite	7	11	
monster name	3PJm	Terrasaur	9	11	
monster name	3PJx	Kilwala	7	11	
monster name	3PK8	Krawlie	7	11	
monster name	3PKJ	Hench	5	11	
monster name	3PKU	Omicrone	8	11	
monster name	3PKf	Martello	8	11	
monster name	3PKq	Bellbird	8	11	
monster name	3PL1	Panel	5	11	
monster name	3PLC	Mammon M.	9	11	
monster name	3PLY	Blue Imp	8	11	
monster name	3PLj	Green Imp	9	11	
monster name	3PLu	Stone Imp	9	11	
monster name	3PM5	Mud Imp	7	11	
monster name	3PMG	Roly	4	11	
monster name	3PMR	Poly	4	11	
monster name	3PMc	Rolypoly	8	11	
monster name	3PMn	Roly Rider	10	11	
monster name	3PN9	Blue Eaglet	11	11	
monster name	3PNK	Gold Eaglet	11	11	
monster name	3PNV	Red Eaglet	10	11	
monster name	3PNr	Avian Chaos	11	11	
monster name	3PO2	Imp Ace	7	11	
monster name	3POD	Bantam Imp	10	11	
monster name	3POO	Gnasher	7	11	
monster name	3POZ	Gnawer	6	11	
monster name	3POk	Naga-ette	9	11	
monster name	3PP6	Ruminator	9	11	
monster name	3PPS	Octopod	7	11	
monster name	3PPd	Octoblush	9	11	
monster name	3PPo	Octobino	8	11	
monster name	3PPz	Zeal	4	11	
monster name	3PQA	Fly Trap	8	11	
monster name	3PQL	Meat Eater	10	11	
monster name	3PQW	Man Eater	9	11	
monster name	3PQh	Krakker	7	11	
monster name	3PQs	Egder	5	11	
monster name	3PR3	Defunct	7	11	
monster name	3PRE	Departed	8	11	
monster name	3PRP	Deceased	8	11	
monster name	3PRa	Decedent	8	11	
monster name	3PRl	Macabre	7	11	
monster name	3PRw	Reaper	6	11	
monster name	3PS7	Guard	5	11	
monster name	3PSI	Sentry	6	11	
monster name	3PST	Free Lancer	11	11	
monster name	3PSe	Outlaw	6	11	
monster name	3PSp	Giga Mutant	11	11	
monster name	3PTB	TerraMutant	11	11	
monster name	3PTX	Juggler	7	11	
monster name	3PTi	Retinite	8	11	
monster name	3PTt	Mage	4	11	
monster name	3PUF	Reptite	7	11	
monster name	3PUQ	Blue Shield	11	11	
monster name	3PUb	Yodu De	7	11	
monster name	3PUm	Incognito	9	11	
monster name	3PUx	PeepingDoom	11	11	
monster name	3PV8	Boss Orb	8	11	
monster name	3PVJ	Side Kick	9	11	
monster name	3PVf	Jinn Bottle	11	11	
monster name	3PVq	Evilweevil	10	11	
monster name	3PW1	Tempurite	9	11	
monster name	3PWC	Diablos	7	11	
monster name	3PWN	Gargoyle	8	11	
monster name	3PWY	Grimalkin	9	11	
monster name	3PWj	Hench	5	11	
monster name	3PWu	T'pole	6	11	
monster name	3PX5	Croaker	7	11	
monster name	3PXG	Amphibite	9	11	
monster name	3PXR	Bull Frog	9	11	
monster name	3PXc	Mad Bat	7	11	
monster name	3PXn	Vamp	4	11	
monster name	3PXy	Scouter	7	11	
monster name	3PY9	Flyclops	8	11	
monster name	3PYK	Bugger	6	11	
monster name	3PYV	Debugger	8	11	
monster name	3PYg	Debuggest	9	11	
monster name	3PYr	Sorcerer	8	11	
monster name	3PZ2	Jinn	4	11	
monster name	3PZD	Barghest	8	11	
monster name	3PZZ	Crater	6	11	
monster name	3PZk	Volcano	7	11	
monster name	3PZv	Shitake	7	11	
monster name	3Pa6	Hetake	6	11	
monster name	3PaH	Rubble	6	11	
monster name	3Pad	Shist	5	11	
monster name	3Pao	Pahoehoe	8	11	
monster name	3Paz	Nereid	6	11	
monster name	3PbL	Mohavor	7	11	
monster name	3PbW	Shadow	6	11	
monster name	3Pbs	Base	4	11	
monster name	3Pc3	Acid	4	11	
monster name	3PcE	Alkaline	8	11	
monster name	3PcP	Ion	3	11	
monster name	3Pca	Anion	5	11	
monster name	3Pcl	Thrasher	8	11	
monster name	3Pd7	Lavos Spawn	11	11	
monster name	3PdI	Lasher	6	11	
monster name	3PdT	Goblin	6	11	
monster name	3Pde	Ogre	4	11	
monster name	3Pdp	Cave Bat	8	11	
monster name	3Pe0	Ogan	4	11	
monster name	3PeB	Flunky	6	11	
monster name	3PeM	Groupie	7	11	
monster name	3Pet	Winged Ape	10	11	
monster name	3Pf4	Cave Ape	8	11	
monster name	3PfF	Megasaur	8	11	
monster name	3PfQ	Omnicrone	9	11	
monster name	3Pfb	Beast	5	11	
monster name	3Pfm	Blue Beast	10	11	
monster name	3Pfx	Red Beast	9	11	
monster name	3Pg8	Turret	6	11	
monster name	3PgJ	Lizardactyl	11	11	
monster name	3Pgf	Avian Rex	9	11	
monster name	3Pgq	Blob	4	11	
monster name	3Ph1	Alien	5	11	
monster name	3PhC	Rat	3	11	
monster name	3PhN	Gremlin	7	11	
monster name	3PhY	Runner	6	11	
monster name	3Phj	Proto 2	7	11	
monster name	3Phu	Proto 3	7	11	
monster name	3Pi5	Proto 4	7	11	
monster name	3PiG	Bug	3	11	
monster name	3PiR	Beetle	6	11	
monster name	3Pic	Goon	4	11	
monster name	3Pin	Cyrus	5	11	
monster name	3Piy	Yakra	5	11	
monster name	3Pj9	Rain Frog	9	11	
monster name	3PjK	Gato	4	11	
monster name	3PjV	Dragon Tank	11	11	
monster name	3Pjg	Grinder	7	11	
monster name	3Pjr	Golem	5	11	
monster name	3Pk2	Synchrite	9	11	
monster name	3PkD	Masa	4	11	
monster name	3PkO	Mune	4	11	
monster name	3PkZ	Masa & Mune	11	11	
monster name	3Pkk	Azala	5	11	
monster name	3Pkv	Nizbel	6	11	
monster name	3Pl6	Nizbel II	9	11	
monster name	3PlH	Slash	5	11	
monster name	3PlS	Slash	5	11	
monster name	3Pld	Flea	4	11	
monster name	3Plo	Flea Plus	9	11	
monster name	3Plz	Dalton	6	11	
monster name	3PmA	Dalton Plus	11	11	
monster name	3PmL	Mutant	6	11	
monster name	3PmW	Metal Mute	10	11	
monster name	3Pmh	Super Slash	11	11	
monster name	3Pms	Ozzie	5	11	
monster name	3Pn3	Ozzie	5	11	
monster name	3PnE	Great Ozzie	11	11	
monster name	3PnP	Heckran	7	11	
monster name	3Pna	Gigasaur	8	11	
monster name	3Pnl	Leaper	6	11	
monster name	3Pnw	Fossil Ape	10	11	
monster name	3Po7	Tank Head	9	11	
monster name	3PoI	Frog King	9	11	
monster name	3PoT	Octorider	9	11	
monster name	3Poe	Zeal	4	11	
monster name	3PpB	Zombor	6	11	
monster name	3Ppt	Display	7	11	
monster name	3Pq4	Mega Mutant	11	11	
monster name	3PqQ	Super Slash	11	11	
monster name	3Pqb	Flea Plus	9	11	
monster name	3Pqm	BlackTyrano	11	11	
monster name	3Pqx	Rust Tyrano	11	11	
monster name	3Pr8	MotherBrain	11	11	
monster name	3PrU	Atropos XR	10	11	
monster name	3Prf	Cybot	5	11	
monster name	3Prq	Lavos	5	11	
monster name	3Ps1	Lavos	5	11	
monster name	3PsC	Lavos	5	11	
monster name	3PsN	Lavos	5	11	
monster name	3PsY	Lavos	5	11	
monster name	3Psj	Yakra XIII	10	11	
monster name	3Psu	Tubster	7	11	
monster name	3Pt5	Lavos	5	11	
monster name	3PtG	Lavos	5	11	
monster name	3Ptn	Lavos	5	11	
monster name	3Pty	Lavos Core	10	11	
monster name	3Pu9	Bit	3	11	
monster name	3PuK	Byte	4	11	
monster name	3PuV	Giga Gaia	9	11	
monster name	3Pv2	Guardian	8	11	
monster name	3PvD	Red Scout	9	11	
monster name	3PvO	Blue Scout	10	11	
monster name	3PvZ	Lavos Spawn	11	11	
monster name	3Pvv	Laser Guard	11	11	
monster name	3PxA	Spekkio	7	11	
monster name	3PxL	Spekkio	7	11	
monster name	3PxW	Spekkio	7	11	
monster name	3Pxh	Spekkio	7	11	
monster name	3Pxs	Spekkio	7	11	
monster name	3Py3	Spekkio	7	11	
monster name	3PyE	Lavos	5	11	
monster name	3PyP	Lavos	5	11	
monster name	3Pya	Lavos	5	11	
monster name	3Pyl	Lavos	5	11	
monster name	3Pyw	Lavos	5	11	
monster name	3Pz7	Lavos	5	11	
monster name	3PzI	Lavos	5	11	
monster name	3Pze	Hexapod	7	11	
monster name	3Q00	Flea?	5	11	
monster name	3Q0M	Roly Bomber	11	11	
monster name	3Q0X	Golem Boss	10	11	
monster name	3Q0i	Johnny	6	11	
monster name	3Q0t	Basher	6	11	
monster name	3Q14	Son of Sun	10	11	
monster name	3Q1Q	R Series	8	11	
monster name	3Q1b	Magus	5	11	
monster name	3Q1m	Magus	5	11	
place name	1uXi	Mayor's Manor	13	14	
place name	1uXk	Residence	9	14	
place name	1uXm	Crono's house	13	14	
place name	1uXo	Lucca's house	13	14	
place name	1uXq	Gobb's house	12	14	
place name	1uXs	Truce Inn	9	14	
place name	1uXu	Snail Stop	10	14	
place name	1uXw	Eternal repose	14	14	
place name	1uXy	Breakwave Pt.	13	14	
place name	1uY0	Leene Square	12	14	
place name	1uY2	Market	6	14	
place name	1uY4	Porre Inn	9	14	
place name	1uY6	Ticket Office	13	14	
place name	1uY8	Guardia Forest	14	14	
place name	1uYA	Guardia Castle	14	14	
place name	1uYC	Zenan Bridge	12	14	
place name	1uYE	Melchior's Hut	14	14	
place name	1uYG	Forest Ruins	12	14	
place name	1uYI	Heckran Cave	12	14	
place name	1uYK	Fiona's Shrine	14	14	
place name	1uYM	West Cape	9	14	
place name	1uYO	Sun Keep	8	14	
place name	1uYQ	Hero's Grave	12	14	
place name	1uYS	Truce Canyon	12	14	
place name	1uYU	Cathedral	9	14	
place name	1uYW	Cursed Woods	12	14	
place name	1uYY	Denadoro Mts	12	14	
place name	1uYa	Tata's House	12	14	
place name	1uYc	Fiona's Villa	13	14	
place name	1uYe	Sunken Desert	13	14	
place name	1uYg	Magic Cave	10	14	
place name	1uYi	Magus's Lair	12	14	
place name	1uYk	Ozzie's Fort	12	14	
place name	1uYo	Elder's House	13	14	
place name	1uYq	Northern Ruins	14	14	
place name	1uYu	Bangor Dome	11	14	
place name	1uYw	Trann Dome	10	14	
place name	1uYy	Lab 16	6	14	
place name	1uZ0	Arris Dome	10	14	
place name	1uZ2	Lab 32	6	14	
place name	1uZ4	Proto Dome	10	14	
place name	1uZ6	Factory	7	14	
place name	1uZ8	Sewer Access	12	14	
place name	1uZA	Keeper's Dome	13	14	
place name	1uZC	Death Peak	10	14	
place name	1uZE	Geno Dome	9	14	
place name	1uZG	Sun Palace	10	14	
place name	1uZI	Robot village	13	14	
place name	1uZK	Mystic Mts	10	14	
place name	1uZM	Ioka Hut	8	14	
place name	1uZO	Chief's Hut	11	14	
place name	1uZQ	Meeting Site	12	14	
place name	1uZS	Forest Maze	11	14	
place name	1uZU	Reptite Lair	12	14	
place name	1uZW	Hunting Range	13	14	
place name	1uZY	Dactyl Nest	11	14	
place name	1uZa	Tyrano Lair	11	14	
place name	1uZc	Chanting Mt	11	14	
place name	1uZe	Cave	4	14	
place name	1uZg	Enhasa	6	14	
place name	1uZi	Kajar	5	14	
place name	1uZk	Blackbird	9	14	
place name	1uZm	North Keep	10	14	
place name	1uZo	Terra Cave	10	14	
place name	1uZq	Zeal Palace	11	14	
place name	1uZs	Ocean Palace	12	14	
place name	1uZu	Last Village	12	14	
place name	1uZw	North Cape	10	14	
place name	1uZy	Exoskeleton	11	14	
place name	1ua4	Cafe	4	14	
place name	1ua6	Medina Square	13	14	
place name	1ua8	Black Omen	10	14	
place name	1uaA	Vortex Pt	9	14	
place name	1uaC	Skyway	6	14	
place name	1uaE	Land Bridge	11	14	
place name	1uaG	Ayla's tent	11	14	
place name	1uaI	Laruba ruins	12	14	
place name	1uaK	Lair Ruins	10	14	
place name	1uaM	Commons	7	14	
place name	1uaO	Medina Inn	10	14	
place name	1uaQ	Choras Inn	10	14	
place name	1uaS	Truce Inn	9	14	
place name	1uaU	Dorino Inn	10	14	
place name	1uaW	Porre Inn	9	14	
place name	1uaY	Choras Inn	10	14	
place name	1uaa	Giant's Claw	12	14	
place name	1ub6	A.D. 1000	9	14	
place name	1ub8	A.D. 600	8	14	
place name	1ubA	A.D. 2300	9	14	
place name	1ubC	65000000 B.C.	13	14	
place name	1ubE	12000 B.C.	10	14	
place name	1ubG	??????	6	14	
era name	HYAg	     ???	8	13	
era name	HYAi	  Present	9	13	
era name	HYAk	Middle Ages	11	13	
era name	HYAm	   Future	9	13	
era name	HYAo	Pre-historic	12	13	
era name	HYAq	 Dark Ages	10	13	
era name	HYAs	Black Omen	10	13	
era name	HYAu	End of Time	11	13	
episode name	HXws	   The Millennial Fair	22	22	
episode name	HXwu	  The Queen Returns	19	22	
episode name	HXww	  The Queen is Gone	19	22	
episode name	HXwy	       We're Back!	18	22	
episode name	HXx0	         The Trial	18	22	
episode name	HXx2	    Beyond the Ruins	20	22	
episode name	HXx4	   The Factory Ruins	20	22	
episode name	HXx6	    The End of Time	19	22	
episode name	HXx8	 The Village of Magic	21	22	
episode name	HXxA	   The Hero Appears	19	22	
episode name	HXxC	   Tata and the Frog	20	22	
episode name	HXxE	  The Rare Red Rock	19	22	
episode name	HXxG	   Footsteps! Follow!	21	22	
episode name	HXxI	     The Masamune!	18	22	
episode name	HXxK	      Magus' Castle	19	22	
episode name	HXxM	Forward to the Past	19	22	
episode name	HXxO	Unnatural Selection?	20	22	
episode name	HXxQ	  The Magic Kingdom	19	22	
episode name	HXxS	     Break the Seal!	20	22	
episode name	HXxU	 The Guru on Mt.Woe	19	22	
episode name	HXxW	  What Lies Beyond?	19	22	
episode name	HXxY	     Lavos Beckons	18	22	
episode name	HXxa	      The New King	18	22	
episode name	HXxc	      The Time Egg	18	22	
episode name	HXxe	     The Fated Hour	19	22	
episode name	HXxg	     The Final Battle	21	22	
episode name	HXxi	          No data	17	22	
speaker label		CHANCELLOR	10		
speaker label		MELCHIOR	8		
speaker label		OZZIE	5		
speaker label		KING	4		
speaker label		DALTON	6		
speaker label		OLD MAN	7		
speaker label		SCHALA	6		
speaker label		MOM	3		
speaker label		QUEEN	5		
speaker label		SPEKKIO	7		
speaker label		TOMA	4		
speaker label		SOLDIER	7		
speaker label		TABAN	5		
speaker label		KINO	4		
speaker label		ELDER	5		
speaker label		CYRUS	5		
speaker label		KNIGHT CAPTAIN	14		
speaker label		MASA	4		
speaker label		AZALA	5		
speaker label		DOAN	4		
speaker label		GLENN	5		
speaker label		ROBOT	5		
speaker label		PROPHET	7		
speaker label		MUNE	4		
speaker label		ATROPOS	7		
speaker label		SLASH	5		
speaker label		FLEA	4		
speaker label		JANUS	5		
speaker label		LEENE	5		
speaker label		LARA	4		
speaker label		BELTHASAR	9		
speaker label		GUARD	5		
speaker label		PIERRE	6		
speaker label		GIRL	4		
speaker label		STRANGE CREATURE	16		
speaker label		UNDERLING	9		
speaker label		BOSS	4		
speaker label		FRITZ	5		
speaker label		JOHNNY	6		
speaker label		RX-XR	5		
speaker label		SUPERVISOR	10		
speaker label		CHEF	4		
speaker label		KID	3		
speaker label		FIONA	5		
speaker label		SIR KRAWLIE	11		
speaker label		JUDGE	5		
speaker label		KING GUARDIA	12		
speaker label		GASPAR	6		
speaker label		OPERATOR	8		
speaker label		R-64Y	5		
speaker label		ELAINE	6		
speaker label		DIRECTOR	8		
speaker label		MARCO	5		
speaker label		BOY	3		
speaker label		NIZBEL	6		
speaker label		MAID	4		
speaker label		REAL CHANCELLOR	15		
speaker label		OWNER	5		
speaker label		MISTRESS	8		
speaker label		TATA	4		
speaker label		MERCHANT	8		
speaker label		ROBOTS	6		
speaker label		THE MAN	7		
speaker label		OZZIE VIII	10		
speaker label		NOTE	4		
speaker label		HEADMAN	7		
speaker label		CHIEF	5		
speaker label		GUARDIA	7		
speaker label		CHORUS	6		
speaker label		VILLAGE CHIEF	13		
speaker label		TATA'S FATHER	13		
speaker label		R-67Y	5		
speaker label		R-69Y	5		
speaker label		KING GUARDIA XXI	16		
speaker label		MAN	3		
speaker label		GURU GASPAR	11		
speaker label		ATTENDANTS	10		
speaker label		WAITRESS	8		
speaker label		SERVANT	7		
speaker label		KNIGHT CAPTIAN	14		
speaker label		HERO TATA	9		
speaker label		TOMA XIII	9		
speaker label		SIGN	4		
speaker label		LADY	4		
speaker label		ALL	3		
speaker label		DUMB	4		
speaker label		DUMBER	6		
speaker label		JAILER	6		
